No,genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
78520,Reggaeton,Santana the Golden Boy,"Su Piquete Mata (feat. Juhn, Alexio & Nengo Flow)",7swjP6i1f7YlzYebXEwZwY,,0.134,0.809,207805,0.655,0.000218,E,0.725,-7.21,Minor,0.181,82.003,0.754
78521,World,Hillsong Worship,Greater Than All - Live,0ZD6QhUgyAN2XTZWNTmCBu,,0.0706,0.276,362227,0.646,0.00466,G,0.185,-6.468,Major,0.0381,159.893,0.105
78522,Reggae,Pacific Dub,Same Old Story,1ZSzMzMWgvp4j8f3led3bW,,0.561,0.532,210380,0.565,0,A,0.0949,-7.283,Major,0.0394,78.821,0.252
78523,Comedy,"""Weird Al"" Yankovic",Pancreas,1laOHvnWEgzbS1TTKxvr3D,,0.587,0.508,228320,0.284,0,F,0.144,-13.53,Major,0.0439,116.871,0.622
78524,World,Tenth Avenue North,Deck the Halls,0klAKL1MkGrvDl6HpjYFuV,,0.236,0.673,247920,0.513,0.00043,E,0.21,-14.383,Minor,0.0337,124.08,0.91
78525,Country,Pistol Annies,Stop Drop and Roll One,2Je5HiZUABcRsPV6DQwhph,,0.0203,0.322,182093,0.688,0,B,0.0813,-6.703,Major,0.0488,187.241,0.462
78526,Alternative,Creed,Hide,1CT25rnbU0woqZ68F6dAxh,,0.000568,0.279,267227,0.832,0,A#,0.228,-4.349,Major,0.0406,147.093,0.447
78527,Folk,Phillip Phillips,Miles,0ZEXvzAtZ0sHPh8f0fZACl,,0.201,0.461,188331,0.846,0,C,0.0837,-5.032,Minor,0.0461,183.937,0.634
78528,Anime,Yumi Arai,????,42JLPn9GPeXP5ESno3doQs,,0.262,0.816,215254,0.868,0.0000496,E,0.0515,-7.665,Minor,0.0292,119.975,0.977
78529,Anime,BUMP OF CHICKEN,fire sign,37cQ0zxz1FIORNzloZm53m,,0.00942,0.55,313213,0.78,0,D#,0.0841,-2.387,Major,0.0261,103.584,0.824
78530,Reggaeton,Dayme y El High,"Ojos Rojos (feat. Ronald El Killa, Polako, Gaviria, Sir Speedy & Kartel Montana)",2KCydD7ipaLpqcgFWs0az1,,0.0521,0.878,272740,0.596,0,E,0.0792,-6.489,Major,0.398,78.055,0.867
78531,Children's Music,Happy Animals,Three Blind Mice,6HJRTw5KyBbLsTGJDAPSnm,,0.483,0.881,58567,0.592,0,G,0.156,-7.017,Major,0.132,120.081,0.754
78532,R&B,Norman Perry,Nothing from Me,3Mb6Y2QcsLbNlHyL0cF2G0,,0.578,0.735,182834,0.393,0.00000469,G,0.108,-8.135,Minor,0.0427,115.031,0.249
78533,Jazz,El Gran Combo De Puerto Rico,No Hay Cama Pa' Tanta Gente,6InAsgddPjAcuF7mSHDT8K,,0.515,0.738,268107,0.631,0,C,0.337,-7.358,Major,0.0349,107.303,0.963
78534,Jazz,Sithu Aye,Dark Ages,59hn7nAe5d8GlRJCAX2xII,,0.0004,0.475,403500,0.818,0.816,G#,0.419,-4.533,Minor,0.0537,160.032,0.311
78535,Jazz,Count Basie,Jumping At The Woodside,4EWfHtzK5z5yEdprj6JYKb,,0.765,0.804,191133,0.421,0.704,D,0.0665,-14.589,Minor,0.111,119.478,0.626
78536,Soundtrack,Max Richter,moth-like stars - Pt. 1,3NJJnesC7qcC6ZqRV7TOjl,,0.988,0.18,110368,0.00957,0.911,C#,0.105,-42.872,Major,0.0491,70.658,0.0355
78537,Children's Music,Music with Brian,Goodnight,1esj0KRr9Zyn6w4UzUc50K,,0.735,0.397,148560,0.0899,0.029,C,0.112,-22.571,Major,0.0337,101.519,0.268
78538,Movie,Cliff Edwards,Remember,2qx2OAMuuWNfqRTWXiLzQk,,0.911,0.539,155897,0.07,0.0000193,D#,0.105,-19.408,Major,0.0743,101.941,0.335
78539,Ska,Bad Manners,Fatty Fatty,54GkZvPK5V4KzdPYVaG1RS,,0.0789,0.685,145920,0.829,0.589,D#,0.115,-7.099,Major,0.0676,147.274,0.983
78540,Alternative,TWENTY88,Talk Show,5aeoqa1q29KEoAmWZHBtVG,,0.0682,0.449,229307,0.888,0,B,0.975,-5.13,Minor,0.322,79.042,0.68
78541,Classical,Gustav Holst,"The Planets, Op. 32 (Remastered): II. Venus, the Bringer of Peace",6EMDHaXnMVsexxueGaAeqD,,0.927,0.0653,575013,0.036,0.341,A#,0.139,-29.005,Minor,0.0352,69.503,0.0323
78542,Movie,Cliff Edwards,"Stop, Look and Listen",6261BWFNMFthTvODNb5k6O,,0.791,0.693,58947,0.358,0,D#,0.105,-10.383,Major,0.323,164.519,0.955
78543,Ska,Maldita Vecindad Y Los Hijos Del 5to. Patio,Ojos Negros,4lp8NkweVkXbeANYseDcIs,,0.0313,0.565,217520,0.772,0.000654,E,0.141,-6.438,Minor,0.0316,106.294,0.87
78544,R&B,Lucas Coly,Feelings,12XQvojKovA6WbKzu6eSMT,,0.864,0.533,215353,0.733,0,B,0.0917,-6.35,Major,0.348,204.19,0.755
78545,Reggae,Culture,Slice of Mount Zion,7t7PJC7kHpJF2EhQtBTSfB,,0.000499,0.79,247560,0.333,0,C#,0.0753,-13.238,Major,0.385,90.752,0.593
78546,Comedy,Greg Warren,Cat Allergy,0ijpr6AZwuL6p5RxZpWSRe,,0.884,0.626,72237,0.653,0,B,0.639,-9.974,Major,0.904,83.184,0.743
78547,Opera,Giacomo Meyerbeer,Les patineurs: Pas de deux (arr. C. Lambert on music from Le prophete and L'etoile du nord),4z1dH1Lek3CqRbfsPyCQdD,,0.992,0.175,145320,0.0934,0.909,C,0.0761,-23.205,Major,0.0405,88.793,0.181
78548,Soundtrack,Hans Zimmer,You Complete Me,1Is4WLKlWqxMGUx6H6OOEF,,0.627,0.259,290133,0.0538,0.895,D,0.11,-27.388,Major,0.0438,95.536,0.0296
78549,Anime,Yumi Arai,14????,1y0uhpYwWnPoSBk6cQjXv3,,0.00413,0.563,207226,0.845,0.0947,F,0.0853,-4.803,Major,0.0267,148.187,0.907
78550,Ska,We Are The Union,Self Care,0sGRGJPup8k7reJslVOHLI,,0.000267,0.575,244365,0.67,0.0113,C#,0.0953,-7.887,Major,0.0414,114.976,0.288
78551,World,MC YOGI,Moonbeams (feat. East Forest),5o67MEbhbwCKgKrAEQk87S,,0.0056,0.701,204674,0.44,0.871,G,0.115,-9.278,Major,0.0677,103.993,0.472
78552,Soundtrack,Ennio Morricone,Miserere,3amCzcn0prNN2mbkpXjo72,,0.917,0.306,60893,0.0847,0.945,C,0.109,-18.283,Major,0.0381,37.222,0.0802
78553,Jazz,Freddie Hubbard,Suite Sioux,64rHDxDhz71GtHxs5QBsQ5,,0.49,0.507,524547,0.455,0.0173,C,0.21,-13.7,Major,0.0458,81.326,0.421
78554,Reggaeton,Anonimus,"La Noche Me Llama (Remix) [feat. J Alvarez, Zion & Pusho]",4pRZZBfI9rlH5fAEx7MpCG,,0.223,0.764,227693,0.761,0,G,0.343,-6.825,Minor,0.0607,91.083,0.779
78555,Anime,BURNOUT SYNDROMES,Masamune,4ZhcKudkK30I1RvE00IQz7,,0.133,0.483,285013,0.911,0,C#,0.454,-3.883,Major,0.228,177.981,0.646
78556,Reggaeton,"Secreto ""El Famoso Biberon""",No Te Rindas,29tzMeqAgkyQGHNzYUTRQP,,0.0126,0.781,247893,0.56,0,A,0.483,-5.781,Minor,0.319,115.037,0.884
78557,Comedy,Patton Oswalt,First,7tdjSbms0MECxecaX3oQFl,,0.87,0.607,127240,0.54,0,D,0.924,-10.93,Major,0.882,137.125,0.487
78558,Children's Music,Kimbo Children's Music,Hava Nagila (Instrumental),5grBZF1Yli8c4seEWlhCyS,,0.0908,0.703,113000,0.422,0.84,G,0.0864,-12.666,Major,0.0644,115.418,0.803
78559,Blues,Jonny Lang,Second Guessing,5ydWKpjH2LxE9Cs8aRk4zb,,0.0361,0.666,310267,0.787,0.00206,C,0.0758,-5.207,Major,0.0279,100.327,0.89
78560,Movie,Howard Ashman,Straw Boater Rag,3O0ac2fe9pIzvbHfdSQ4aU,,0.993,0.452,231693,0.156,0.828,G#,0.0931,-14.381,Major,0.0385,135.623,0.295
78561,World,Michael W. Smith,Happy Holiday / Holiday Season - Medley,6YzTUS5eM3YSwQJUAJVqgv,,0.508,0.363,186760,0.67,0,F,0.208,-4.582,Major,0.0402,136.486,0.495
78562,Movie,The Dwarf Chorus,"Heigh-Ho - From ""Snow White and the Seven Dwarfs""",3ieKPhI7eEOtIeVJshRCvD,,0.784,0.788,167213,0.751,0.0194,C,0.168,-8.095,Major,0.0447,103.001,0.784
78563,Reggaeton,Yandel,La Cama,0w0R1gnPJZwnub5oJzCzn0,,0.00372,0.748,200613,0.924,0,A#,0.229,-4.234,Minor,0.165,126.015,0.62
78564,Movie,Chorus,Ye Hai Bari Lai,6ZF4TCv0FG2jEP0uLVnfTo,,0.0829,0.341,367826,0.454,0,A,0.726,-8.536,Major,0.0421,138.844,0.413
78565,Comedy,Kyle Kinane,Writing on the Wall,243EWPmRIKTyEhfiqRe6J1,,0.841,0.63,417213,0.552,0,G#,0.656,-6.563,Minor,0.911,75.221,0.635
78566,Comedy,George Carlin,Goin' Through My Address Book,6709Y0cqBHzj2BnJ3AaMOz,,0.849,0.649,172853,0.768,0,F#,0.595,-11.417,Minor,0.951,128.226,0.324
78567,Blues,Ray Charles,Heartbreaker,3AKFoX3dp7EIcUIDZufDw1,,0.824,0.789,174533,0.513,0.0000363,F#,0.0862,-9.055,Major,0.0457,76.753,0.882
78568,Movie,Randy Newman,Baby And Me,3297HW8v3rqYeNSfccZ82s,,0.958,0.6,131693,0.0638,0.408,G,0.361,-19.227,Major,0.0491,112.139,0.102
78569,Reggaeton,Tecupae,Me enamore,4A8z06s7W4rAzZ1kWelfdC,,0.00192,0.616,191187,0.838,0.00000845,C#,0.116,-7.261,Minor,0.0382,112.032,0.815
78570,Country,Radney Foster,Texas In 1880,0SJuAzWf0g6VpKLgBUAXjt,,0.0309,0.482,248160,0.806,0,G,0.195,-5.549,Major,0.0338,135.743,0.593
78571,Opera,Giacomo Puccini,Turandot / Act 1: Non piangere Liù,6D7MIGj5CDWENU62jPOBUQ,,0.985,0.152,137893,0.279,0.0000744,D#,0.116,-15.569,Minor,0.048,59.234,0.181
78572,Opera,Giuseppe Verdi,Un ballo in maschera : Overture,41D4QJtvpkPjgSU6HsQn7P,,0.802,0.22,288173,0.0216,0.145,B,0.366,-28.035,Minor,0.0419,127.669,0.0647
78573,Ska,Chase Long Beach,Pall Mall Price Crisis,4xR6nqLOMeJDv80vQ1pogl,,0.012,0.62,191133,0.951,0.0000166,G#,0.0861,-2.961,Major,0.0667,108.009,0.622
78574,Country,The Band Perry,Don’t Let Me Be Lonely,1vjx9wZEyhhM1VRmIoDiRk,,0.159,0.601,251227,0.682,0,C#,0.0786,-4.548,Major,0.0282,111.006,0.337
78575,Movie,Liz Callaway,Goodnight (Remixed & Remastered),0xeccjyEfeCSLxS4buQMxd,,0.968,0.413,207773,0.155,0.000136,A,0.147,-13.651,Major,0.0647,76.478,0.204
78576,Reggaeton,Donny Caballero,Bonita Si E´ (feat. Chelito de Castro),0Hk9AgUFU3ujjlD5Fxvk77,,0.31,0.842,214573,0.793,0,F,0.154,-4.268,Major,0.119,122.991,0.857
78577,Ska,Mad Caddies,Souls for Sale,6xQ9oPD9CmzZPgnoWhF4W7,,0.151,0.902,220133,0.601,0.000473,F,0.0851,-6.118,Major,0.054,89.994,0.905
78578,Comedy,Eddie Izzard,James Bond,4f8nFBW0sGuolejuw87HXH,,0.783,0.458,188320,0.647,0,D,0.731,-20.272,Major,0.949,61.48,0.234
78579,Reggaeton,Nio Garcia,Te Boté - Shermanology Remix,3tMrUmkoq1nntiOqj8TkQD,,0.134,0.848,225977,0.531,0.0959,D,0.103,-6.516,Major,0.0688,100.028,0.431
78580,Country,Lil Wyte,Smoke & Get High (feat. Rell & J Ceaz),0HWcBYqWbiGWGU42pRowqn,,0.029,0.723,250000,0.631,0,E,0.108,-6.005,Minor,0.16,74.005,0.54
78581,Soundtrack,Thomas Newman,Amy Abroad - Instrumental,3CxCtuywe3TrJ8gqnOxdYz,,0.623,0.26,63507,0.104,0.251,G,0.375,-22.387,Minor,0.035,83.521,0.225
78582,R&B,Ellie Goulding,Close to Me,6ID4VVuz93AUrv5LhkHac5,,0.09,0.575,179707,0.738,0,C#,0.386,-5.129,Minor,0.0707,144.074,0.45
78583,Classical,Wolfgang Amadeus Mozart,"Violin Sonata No. 22 in A Major, K. 305: I. Allegro di molto",0WJZmRmlQnoybpeLuKC43t,,0.967,0.466,278267,0.307,0.703,E,0.0757,-15.327,Major,0.0542,165.045,0.678
78584,Comedy,Nick Swardson,jogging,0QIQI4RMElAhPxefmmfh9N,,0.713,0.414,207385,0.839,0,D,0.735,-7.954,Major,0.929,80.34,0.0872
78585,Comedy,John Mulaney,Old Murders,52beXNe0x6rE2clwyVA2lS,,0.799,0.581,126120,0.948,0,F,0.938,-5.903,Major,0.931,63.63,0.321
78586,Comedy,Dan Cummins,Here Come The Spoons,38UjMETmgg4PEsQ18M4LEa,,0.804,0.57,366867,0.404,0,A#,0.777,-17.199,Major,0.927,57.258,0.592
78587,Ska,Dead Kennedys,Gone With My Mind,6EkmdBgU8CgOiwCPvAgK3F,,0.0593,0.446,103131,0.95,0.00000308,C,0.0981,-3.558,Major,0.21,114.5,0.492
78588,Classical,Wolfgang Amadeus Mozart,"Violin Concerto No. 1 in B-Flat Major, K. 207 - Cadenza: Giovanni Sollima: 1. Allegro moderato",7k7tyYUu40DNhxJqO6Z2th,,0.968,0.433,447999,0.109,0.589,A#,0.0919,-22.194,Major,0.0558,123.971,0.397
78589,Country,Henson Cargill,Skip a Rope,2kzVFcp3kSU1Qld4dYBM7L,,0.608,0.623,160785,0.51,0.00267,F#,0.0699,-13.092,Minor,0.0374,145.604,0.54
78590,Jazz,Average White Band,I Just Can't Give You Up,7dtRhCePEDgfOUiOLQjNF8,,0.0326,0.683,269530,0.705,0.000101,A,0.981,-8.877,Major,0.0397,126.169,0.813
78591,Comedy,Norm MacDonald,The News,22Mptgch8wHSg457yieHSt,,0.758,0.474,796120,0.79,0,F#,0.882,-8.702,Minor,0.953,66.789,0.353
78592,Reggaeton,De La Ghetto,Ella Es Especial (feat. Guelo Star),51HIXmTImnaQF25kyMCiY2,,0.0371,0.737,237726,0.907,0,E,0.0743,-4.593,Minor,0.0484,89.004,0.566
78593,Classical,Johann Strauss II,Johann Strauss II : Voices of Spring [Frühlingstimmen] Op.410,4rTFaNcUo91lFkz4SVqZL9,,0.979,0.373,446067,0.0903,0.0223,D#,0.162,-18.366,Major,0.0536,96.46,0.171
78594,Ska,Strung Out,Skeletondanse,0Tf45Brlzwh2vEWx3KQQVk,,0.00000736,0.507,163240,0.959,0.445,G,0.22,-4.756,Major,0.0603,101.938,0.517
78595,Jazz,Bart & Baker,Allez Viens (Via Con Me) [feat. Pierre Santini & Lada Redstar],15gUb7QKP6PlbXxxTJm2T4,,0.181,0.839,209347,0.754,0.000227,G,0.0504,-7.325,Minor,0.147,120.034,0.665
78596,Children's Music,Children Songs Company,Super Heat - Instrumental,5jlnH3wPUE2cTWeEvNji4F,,0.171,0.788,246000,0.779,0.63,G,0.103,-9.798,Minor,0.0395,120.037,0.702
78597,Blues,Welshly Arms,We Move Easy,7oJvPW43XEKZr9kUpwPZnS,,0.0651,0.551,319587,0.674,0.000013,C,0.356,-6.014,Major,0.0511,123.956,0.425
78598,Jazz,Chucho Valdés,Chucho’s Mood,2VACXzUf5uOvheUAztmM3P,,0.921,0.544,432617,0.431,0.935,F,0.0917,-12.592,Major,0.0763,114.987,0.556
78599,Soundtrack,Stephen Barton,BT-7274,5TVWA8vSuV1vLH9VuENyb1,,0.821,0.136,339667,0.408,0.872,B,0.113,-11.939,Major,0.05,84.827,0.0376
78600,R&B,Masego,Throwin' Shade,1ddBFUdVz8pOn6vMLT50rH,,0.0161,0.504,227213,0.621,0.00000399,B,0.078,-8.143,Minor,0.36,81.348,0.171
78601,Classical,Dmitri Shostakovich,"24 Preludes and Fugues, Op. 87: Fugue No. 7 in A Major ""Allegretto""",4WLdYCuEhr5Vj8GWTwO9IL,,0.99,0.105,158360,0.0767,0.919,A,0.0614,-28.747,Major,0.0427,83.111,0.294
78602,Blues,Black Rebel Motorcycle Club,Restless Sinner,4qrUQuQ2Nt9jgZW99rBcbo,,0.75,0.381,191987,0.281,0,D,0.222,-12.363,Minor,0.036,120.485,0.298
78603,Blues,Beans & Fatback,Ready (feat. Kris Berry),01GGraBZEdK5e8YV9bQMSX,,0.474,0.666,207525,0.692,0.000248,G,0.222,-6.364,Major,0.0371,88.708,0.791
78604,Dance,Flume,Wall Fuck,459tCOv9ZqWwxww8hChdnh,,0.199,0.539,188529,0.679,0.626,B,0.356,-6.871,Minor,0.0921,99.881,0.196
78605,Ska,Bersuit Vergarabat,La Soledad,56mbNpJVn5WQhOlsOvb2A0,,0.105,0.63,263933,0.679,0,A,0.241,-4.423,Minor,0.0392,92.02,0.774
78606,Reggaeton,Wisin & Yandel,"Noche De Sexo - Live At Coliseo Jose Miguel Agrelot, Puerto Rico/2010",4Mf75HpOTCzmWTnU1tdg9c,,0.0904,0.614,230587,0.905,0,D,0.946,-5.195,Major,0.226,91.97,0.418
78607,Soul,ASTR,Hold On We're Going Home,2SAhbZ5QqI5Tof5DeBjGyF,,0.0172,0.496,190582,0.54,0.0367,G,0.13,-7.121,Minor,0.0324,131.337,0.164
78608,Anime,"Fear, and Loathing in Las Vegas",Virtue and Vice,5gL1EcFRvNFvyVnkJasNbE,,0.000178,0.446,205733,0.964,0.0918,F,0.0666,-0.262,Major,0.0947,145.098,0.245
78609,World,Hindi Zahra,Oursoul - Unplugged,0h5aVqxZImpzoWNbVFBXJ8,,0.857,0.627,193360,0.284,0.0125,G,0.123,-10.022,Major,0.0354,116.914,0.636
78610,Electronic,Bassnectar,Science Fiction,0vVweaPkDhix5YZBU7sU3o,,0.000148,0.483,312750,0.927,0.0229,C,0.267,-4.029,Major,0.038,159.991,0.332
78611,Reggae,John Brown's Body,Garden Tree,5vyFvrPgraAAUTF9aiJ7Dt,,0.0232,0.707,343160,0.763,0.00231,F,0.218,-6.554,Minor,0.0323,104.044,0.702
78612,Comedy,Andrew Dice Clay,Pink Dot - Live at Dangerfield's/1993,2fjJ2yOoltnXLzgVmVJvSK,,0.578,0.708,114293,0.665,0,A#,0.48,-9.362,Major,0.755,112.632,0.567
78613,Comedy,Polo Polo,Viejito De Noventa Y Dos Años,22ogNMiJL33PFlrKsC23XR,,0.853,0.645,431566,0.264,0,F#,0.51,-21.658,Major,0.949,86.446,0.523
78614,Anime,Ryuichi Sakamoto,A Day in the Park,3Rx7lmpZgf8NSqipnwna3q,,0.806,0.637,322067,0.634,0.0498,G#,0.357,-8.804,Major,0.0278,93.008,0.708
78615,R&B,Lyfe Jennings,I Can't,7qFOdVRswpAmPrBOpbDGK0,,0.5,0.783,237133,0.31,0,D,0.209,-8.943,Minor,0.0918,120.831,0.538
78616,Children's Music,Enzo Garcia,Shady Grove,2mGmtlXdFzMHGEkippqhXe,,0.907,0.605,174760,0.297,0.0328,B,0.115,-12.027,Major,0.0414,113.786,0.464
78617,Soundtrack,Bill Conti,Yeager's Triumph,0VRDyVfTWsrSNh9jBW8GT8,,0.865,0.266,339053,0.35,0.946,A#,0.0754,-11.757,Major,0.0384,114.092,0.192
78618,Ska,Star Fucking Hipsters,9/11 Was (An Inside Joke),0ph6aMbYYsd2JDk2wGvKUV,,0.0054,0.288,190013,0.954,0.00611,C#,0.122,-6.087,Minor,0.156,92.452,0.202
78619,Children's Music,The Fresh Beat Band,Good Times,7h3QXxYlkiz4A4hW5tMlBt,,0.176,0.703,120120,0.856,0,D,0.0886,-5.278,Major,0.211,140.131,0.688
78620,Jazz,Nujabes,Summer Gypsy,2NgInslT2bXxgqeCaoyX2z,,0.000676,0.781,259587,0.743,0.792,A#,0.0971,-7.307,Minor,0.0789,109.11,0.289
78621,Children's Music,Toronto Children's Chorus,Psalm Trilogy - Psalm 37,3vZeUzFa6n3jK6ObM3uI7y,,0.968,0.44,203333,0.131,0.00854,A,0.0933,-19.955,Minor,0.0388,123.131,0.257
78622,R&B,Kirk Franklin,Better,5w1XUDAVEeWIP669p3e48X,,0.106,0.812,240760,0.73,0,C,0.458,-6.316,Major,0.0772,111.025,0.399
78623,Alternative,Shane & Shane,Before the Throne of God Above,3ELvknrrLz8QL36CeIb6Je,,0.0298,0.403,342625,0.361,0,D#,0.0968,-9.558,Major,0.0313,135.968,0.0992
78624,Comedy,Christopher Titus,Arm The Children,6BqfDDLU0YiHSGWU162TnI,,0.93,0.591,812379,0.85,0,F#,0.703,-7.233,Minor,0.959,78.886,0.271
78625,Children's Music,The Countdown Kids,Tie A Yellow Ribbon Round The Ole Oak Tree,5BZoztxKYGhczb1hlSnxLy,,0.379,0.686,206400,0.381,0,C,0.0747,-12.643,Major,0.0315,87.64,0.623
78626,Soundtrack,Hans Zimmer,Euler's Method,6c0tqdYVarhuSO9mGI1Kh2,,0.95,0.387,83520,0.189,0.938,A,0.0596,-21.647,Major,0.0348,136.075,0.0666
78627,Movie,George Bruns,Struttin' With Some Barbeque,3K0oYa0vj24vqPGUq5wVsL,,0.599,0.644,201453,0.388,0.05,F,0.0629,-12.161,Major,0.0511,100.982,0.815
78628,Ska,Five Iron Frenzy,Cool Enough for You,4JNYXMia0EPZgDcobG1xAa,,0.157,0.656,225760,0.845,0.000609,C#,0.0587,-6.696,Minor,0.0452,164.042,0.932
78629,Opera,Adolphe Adam,Giselle: No. 9 - Finale,2IfFtf1E061G2vsRmeUnni,,0.864,0.216,159573,0.0586,0.838,B,0.221,-18.718,Major,0.0445,78.946,0.0773
78630,Anime,BUMP OF CHICKEN,Smile,643C5yCFZxqzHAAfPrsjKF,,0.00106,0.511,497253,0.566,0.000172,D#,0.806,-6.665,Major,0.0276,136.152,0.0906
78631,Movie,Riders In The Sky,Sagebrush Sports Report,0dmAySxP0DLyluDaQIIwGx,,0.883,0.691,130907,0.222,0,G#,0.33,-23.301,Major,0.943,72.256,0.754
78632,Reggaeton,Joey Montana,Fanatica,3H6LMpHomyN6fpn9DKvHRP,,0.272,0.647,230307,0.614,0,G,0.415,-5.475,Major,0.041,164.033,0.621
78633,Country,Eddie Rabbitt,Suspicions,19oPsdlHwigJm2Ewk1ypRb,,0.325,0.601,260867,0.293,0.00000846,F,0.0813,-16.445,Minor,0.0509,143.362,0.652
78634,Ska,Los Fabulosos Cadillacs,La Tormenta,0mucwkpN10sR54oqMWE6Sx,,0.0104,0.59,186600,0.961,0.00322,A,0.186,-3.65,Minor,0.0897,114.986,0.277
78635,Jazz,Axian,Strive,4KVJq0eotApx94gZhICWW6,,0.0186,0.675,127985,0.762,0.796,A#,0.441,-7.487,Major,0.196,98.066,0.838
78636,Classical,Frédéric Chopin,"Piano Concerto No. 2 in F Minor, Op. 21: II. Larghetto",70IUsfru9aYc6EwSGBH5Oe,,0.98,0.291,613213,0.0293,0.882,G#,0.099,-26.882,Major,0.0417,139.968,0.048
78637,Folk,Animal Collective,Summertime Clothes,3eaJHhtNsKOumLQYU7bnas,,0.00164,0.491,274213,0.871,0,E,0.361,-5.564,Major,0.0969,135.996,0.322
78638,Electronic,Rusko,Woo Boost,4lY0v0skiWm1UjRZTVXCnh,,0.000688,0.661,249480,0.8,0.3,B,0.1,-4.222,Minor,0.129,139.876,0.609
78639,Jazz,Digable Planets,Highing Fly,2uFMZ8zAUyal9uXCBzq1pr,,0.256,0.8,83040,0.246,0.914,G,0.0947,-21.375,Major,0.127,100.122,0.447
78640,Comedy,Jim Gaffigan,Elevators & Waterparks (Commentary),3AMAoStgT0wTYW6bcO9vNg,,0.897,0.758,110008,0.196,0,A#,0.128,-16.557,Minor,0.918,105.063,0.6
78641,Movie,Dorothée,J’ai retrouvé ma valise,2TnXzNHCtT2mfzBL7Zxmic,,0.524,0.89,212627,0.564,0,F,0.0722,-8.483,Major,0.0552,121.613,0.912
78642,Soul,The Kid Daytona,On the Hill,3t6WF8LIWAA9NYxvFLi7ZY,,0.171,0.53,257634,0.742,0,F#,0.239,-6.856,Major,0.434,167.252,0.654
78643,World,North Point InsideOut,Glory Born,6cRyGFZQz9omLVKIlzZdUc,,0.0216,0.622,198557,0.788,0.0000296,C#,0.088,-6.437,Major,0.0292,114.934,0.408
78644,Comedy,John Mulaney,Old Gay Man,3GYf6yjScXiZ52TFgKxnkF,,0.836,0.534,163453,0.913,0,C,0.679,-5.958,Major,0.933,84.042,0.37
78645,Movie,Randy Newman,Helen and Julie,74mvrGqwA5NilOrUqqDHFR,,0.908,0.192,55733,0.0563,0.832,C,0.0977,-29.356,Major,0.0402,72.908,0.0711
78646,Opera,Vincenzo Bellini,"Bellini: I Puritani / Act 1 - A te, o cara",2iHvKBwj4sABEG0ezbHrdT,,0.984,0.134,416000,0.171,0.000769,D,0.105,-17.391,Major,0.0422,76.325,0.0706
78647,World,Shane & Shane,My Worth Is Not In What I Own,68D30RLrJnydLgxB14xNtq,,0.59,0.462,284690,0.53,0.00277,E,0.131,-7.933,Major,0.0332,123.961,0.204
78648,Soul,Brian McKnight,The Biggest Part of Me,4X0n2CXP1iYeanqncTPSG9,,0.445,0.724,273733,0.478,0.00000531,A#,0.363,-10.48,Major,0.0262,105.953,0.234
78649,Blues,"Crosby, Stills & Nash",Wasted On The Way - Remastered,3LMe4h7CrPLJrViTVzfDot,,0.394,0.526,171080,0.543,0.0000252,D,0.234,-12.895,Major,0.0403,153.665,0.743
78650,Electronic,Thom Yorke,All for the Best,7nrGPwcnDFzC8vadHo27IT,,0.0638,0.668,329507,0.665,0.21,A,0.108,-10.205,Major,0.0592,134.988,0.127
78651,Blues,Eagles Of Death Metal,Already Died,0mhoL2RbLuGAKeAfr171IH,,0.507,0.723,180213,0.939,0.15,D#,0.0949,-5.914,Major,0.0393,114.183,0.729
78652,Reggae,La Secta AllStar,Rosas Y Espinas,4xocpBNAf4IXITiT4ASIJ3,,0.0385,0.632,318907,0.529,0,C#,0.11,-4.492,Major,0.0315,115.013,0.399
78653,Movie,Emmylou Homs,Belle (Reprise),6tXm19IDp3TNY9vpAiu3qw,,0.688,0.517,75827,0.302,0.0000486,C,0.239,-7.937,Major,0.0301,63.308,0.323
78654,Reggae,Current Swell,Too Cold,6ucFAiHJcd2PP8jpXFcKZf,,0.509,0.425,202438,0.775,0.00802,F,0.097,-7.203,Major,0.0504,168.104,0.399
78655,Movie,Idoles De La Musique,Pomme C,2YWk1JtJXlPcuM9tgRWrVF,,0.141,0.563,197010,0.65,0,C,0.11,-7.101,Minor,0.0253,100.052,0.437
78656,Country,Sam Hunt,Cop Car - Acoustic Mixtape,33GmiX75KFc0acc3CRWMdr,,0.557,0.618,206240,0.684,0,C,0.135,-6.66,Major,0.154,155.932,0.675
78657,Blues,Chicken Shack,The Way It Is,7jEoicIaqQjM1uXXj46DyR,,0.171,0.62,267133,0.283,0.00115,E,0.1,-10.059,Minor,0.0263,83.159,0.4
78658,Comedy,Brian Posehn,My Force Reawakens,2YxW3w5P17SrBn9eUwHLmb,,0.731,0.686,343160,0.452,0,F#,0.727,-15.166,Major,0.963,86.891,0.392
78659,Ska,Reel Big Fish,Please Don't Tell Her I Have A Girlfriend,2Pzm95IypWLZM5cLx1V0Ek,,0.2,0.339,177667,0.659,0,D,0.226,-5.28,Major,0.0317,181.913,0.524
78660,Reggae,Richie Spice,Hailie Hailie,2rfBwg2C1OWoiG1k9S8912,,0.00498,0.768,237270,0.506,0.0000021,G#,0.0957,-15.477,Major,0.0558,145.212,0.88
